index,source,target,relation,relation_label,source_label,target_label,source_type,target_type,relation_uri
3654,RD59_Pet1,P0168,petitionsForEnshrinementOf,제향하다,청액59_청원1,"신말주(申末舟, 1429-1503)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3655,RD59_Pet1,P0169,petitionsForEnshrinementOf,제향하다,청액59_청원1,"고경명(高敬命, 1533-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3656,RD59_Pet1,P0170,petitionsForEnshrinementOf,제향하다,청액59_청원1,"김천일(金千鎰, 1537-1593)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3657,RD59_Pet2,P0113,petitionsForEnshrinementOf,제향하다,청액59_청원2,"김정(金淨, 1486-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3658,RD59_Pet2,P0167,petitionsForEnshrinementOf,제향하다,청액59_청원2,"김인후(金麟厚, 1510-1560)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3659,RD59_Pet2,P0168,petitionsForEnshrinementOf,제향하다,청액59_청원2,"신말주(申末舟, 1429-1503)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3660,RD59_Pet2,P0170,petitionsForEnshrinementOf,제향하다,청액59_청원2,"김천일(金千鎰, 1537-1593)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3661,RD59_Pet3,P0113,petitionsForEnshrinementOf,제향하다,청액59_청원3,"김정(金淨, 1486-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3662,RD59_Pet3,P0167,petitionsForEnshrinementOf,제향하다,청액59_청원3,"김인후(金麟厚, 1510-1560)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3663,RD59_Pet3,P0168,petitionsForEnshrinementOf,제향하다,청액59_청원3,"신말주(申末舟, 1429-1503)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3664,RD59_Pet3,P0169,petitionsForEnshrinementOf,제향하다,청액59_청원3,"고경명(高敬命, 1533-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3665,RD59_Pet3,P0170,petitionsForEnshrinementOf,제향하다,청액59_청원3,"김천일(金千鎰, 1537-1593)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3666,RD5_Pet1,P0104,petitionsForEnshrinementOf,제향하다,청액5_청원1,"김상용(金尙容, 1561-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3667,RD5_Pet1,P0105,petitionsForEnshrinementOf,제향하다,청액5_청원1,"이상길(李尙吉, 1556-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3668,RD5_Pet1,P0106,petitionsForEnshrinementOf,제향하다,청액5_청원1,"심 현(沈誢, 1568-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3669,RD5_Pet1,P0107,petitionsForEnshrinementOf,제향하다,청액5_청원1,"이시직(李時稷, 1572-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3670,RD5_Pet1,P0108,petitionsForEnshrinementOf,제향하다,청액5_청원1,"윤계(尹堦, 1622-1692)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3671,RD5_Pet1,P0109,petitionsForEnshrinementOf,제향하다,청액5_청원1,"송시영(宋時榮, 1588-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3672,RD5_Pet1,P0110,petitionsForEnshrinementOf,제향하다,청액5_청원1,"구원일(具元一, 1582-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3673,RD61_Pet1,P0171,petitionsForEnshrinementOf,제향하다,청액61_청원1,"유관(柳寬, 1346-1433)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3674,RD62_Pet1,P0172,petitionsForEnshrinementOf,제향하다,청액62_청원1,"주세붕(周世鵬, 1495-1554)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3675,RD63_Pet1,P0173,petitionsForEnshrinementOf,제향하다,청액63_청원1,"이정(李楨, 1512-1571)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3676,RD64_Pet1,P0174,petitionsForEnshrinementOf,제향하다,청액64_청원1,"곽재우(郭再祐, 1552-1617)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3677,RD64_Pet1,P0175,petitionsForEnshrinementOf,제향하다,청액64_청원1,"곽준(郭䞭, 1551-1597)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3678,RD65_Pet1,P0176,petitionsForEnshrinementOf,제향하다,청액65_청원1,"강감찬(姜邯贊, 948-1031)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3679,RD65_Pet1,P0177,petitionsForEnshrinementOf,제향하다,청액65_청원1,서견(徐甄),Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3680,RD65_Pet1,P0178,petitionsForEnshrinementOf,제향하다,청액65_청원1,"이원익(李元翼, 1547-1634)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3681,RD66_Pet1,P0035,petitionsForEnshrinementOf,제향하다,청액66_청원1,"정경세(鄭經世, 1563-1633)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3682,RD66_Pet1,P0154,petitionsForEnshrinementOf,제향하다,청액66_청원1,"김종직(金宗直, 1431-1492)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3683,RD66_Pet1,P0179,petitionsForEnshrinementOf,제향하다,청액66_청원1,"정붕(鄭鵬, 1467-1512)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3684,RD67_Pet1,P0030,petitionsForEnshrinementOf,제향하다,청액67_청원1,"정구(鄭逑, 1543-1620)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3685,RD67_Pet1,P0180,petitionsForEnshrinementOf,제향하다,청액67_청원1,"김일손(金馹孫, 1464-1498)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3686,RD67_Pet1,P0181,petitionsForEnshrinementOf,제향하다,청액67_청원1,"황종해(黃宗海, 1579-1642)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3687,RD68_Pet1,P0030,petitionsForEnshrinementOf,제향하다,청액68_청원1,"정구(鄭逑, 1543-1620)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3688,RD69_Pet1,P0030,petitionsForEnshrinementOf,제향하다,청액69_청원1,"정구(鄭逑, 1543-1620)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3689,RD6_Pet1,P0048,petitionsForEnshrinementOf,제향하다,청액6_청원1,김준(金俊),Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3690,RD6_Pet1,P0111,petitionsForEnshrinementOf,제향하다,청액6_청원1,"신호(申浩, 1539-1597)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3691,RD70_Pet1,P0182,petitionsForEnshrinementOf,제향하다,청액70_청원1,"오건(吳健, 1521-1574)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3692,RD71_Pet1,P0166,petitionsForEnshrinementOf,제향하다,청액71_청원1,"조호익(曺好益, 1545-1609)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3693,RD72_Pet1,P0030,petitionsForEnshrinementOf,제향하다,청액72_청원1,"정구(鄭逑, 1543-1620)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3694,RD72_Pet1,P0183,petitionsForEnshrinementOf,제향하다,청액72_청원1,"김우옹(金宇顒, 1540-1603)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3695,RD73_Pet1,P0002,petitionsForEnshrinementOf,제향하다,청액73_청원1,"전팽령(全彭齡, 1480-1560)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3696,RD73_Pet1,P0003,petitionsForEnshrinementOf,제향하다,청액73_청원1,"곽시(郭詩, 1501-1540)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3697,RD73_Pet1,P0030,petitionsForEnshrinementOf,제향하다,청액73_청원1,"정구(鄭逑, 1543-1620)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3698,RD74_Pet1,P0158,petitionsForEnshrinementOf,제향하다,청액74_청원1,"김식(金湜, 1482-1520)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3699,RD74_Pet2,P0158,petitionsForEnshrinementOf,제향하다,청액74_청원2,"김식(金湜, 1482-1520)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3700,RD76_Pet1,P0104,petitionsForEnshrinementOf,제향하다,청액76_청원1,"김상용(金尙容, 1561-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3701,RD76_Pet1,P0184,petitionsForEnshrinementOf,제향하다,청액76_청원1,"이계손(李繼孫, 1423-1484)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3702,RD76_Pet2,P0104,petitionsForEnshrinementOf,제향하다,청액76_청원2,"김상용(金尙容, 1561-1637)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3703,RD76_Pet2,P0161,petitionsForEnshrinementOf,제향하다,청액76_청원2,"조석윤(趙錫胤, 1606-1655)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3704,RD76_Pet2,P0184,petitionsForEnshrinementOf,제향하다,청액76_청원2,"이계손(李繼孫, 1423-1484)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3705,RD77_Pet1,P0187,petitionsForEnshrinementOf,제향하다,청액77_청원1,"정운(鄭運, 1543-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3706,RD78_Pet1,P0146,petitionsForEnshrinementOf,제향하다,청액78_청원1,"조익(趙翼, 1579-1655)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3707,RD79_Pet1,P0010,petitionsForEnshrinementOf,제향하다,청액79_청원1,"주자(朱子, 1130-1200)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3708,RD79_Pet1,P0045,petitionsForEnshrinementOf,제향하다,청액79_청원1,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3709,RD79_Pet1,P0116,petitionsForEnshrinementOf,제향하다,청액79_청원1,"김굉필(金宏弼, 1454-1504)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3710,RD79_Pet1,P0188,petitionsForEnshrinementOf,제향하다,청액79_청원1,"최충(崔冲, 984-1068)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3711,RD7_Pet1,P0027,petitionsForEnshrinementOf,제향하다,청액7_청원1,"김장생(金長生, 1548-1631)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3712,RD7_Pet1,P0032,petitionsForEnshrinementOf,제향하다,청액7_청원1,"김집(金集, 1574-1656)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3713,RD80_Pet1,P0127,petitionsForEnshrinementOf,제향하다,청액80_청원1,"박순(朴淳, 1523-1589)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3714,RD80_Pet1,P0189,petitionsForEnshrinementOf,제향하다,청액80_청원1,"이의건(李義健, 1533-1621)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3715,RD81_Pet1,P0190,petitionsForEnshrinementOf,제향하다,청액81_청원1,"이지함(李之菡, 1517-1578)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3716,RD81_Pet1,P0191,petitionsForEnshrinementOf,제향하다,청액81_청원1,"이산보(李山甫, 1539-1594)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3717,RD81_Pet2,P0190,petitionsForEnshrinementOf,제향하다,청액81_청원2,"이지함(李之菡, 1517-1578)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3718,RD81_Pet2,P0191,petitionsForEnshrinementOf,제향하다,청액81_청원2,"이산보(李山甫, 1539-1594)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3719,RD81_Pet3,P0190,petitionsForEnshrinementOf,제향하다,청액81_청원3,"이지함(李之菡, 1517-1578)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3720,RD81_Pet3,P0191,petitionsForEnshrinementOf,제향하다,청액81_청원3,"이산보(李山甫, 1539-1594)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3721,RD82_Pet1,P0192,petitionsForEnshrinementOf,제향하다,청액82_청원1,"최덕지(崔德之, 1384-1455)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3722,RD82_Pet1,P0193,petitionsForEnshrinementOf,제향하다,청액82_청원1,"최충성(崔忠成, 1458-1491)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3723,RD82_Pet2,P0018,petitionsForEnshrinementOf,제향하다,청액82_청원2,"김수항(金壽恒, 1629-1689)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3724,RD82_Pet2,P0192,petitionsForEnshrinementOf,제향하다,청액82_청원2,"최덕지(崔德之, 1384-1455)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3725,RD82_Pet2,P0193,petitionsForEnshrinementOf,제향하다,청액82_청원2,"최충성(崔忠成, 1458-1491)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3726,RD82_Pet3,P0018,petitionsForEnshrinementOf,제향하다,청액82_청원3,"김수항(金壽恒, 1629-1689)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3727,RD82_Pet3,P0192,petitionsForEnshrinementOf,제향하다,청액82_청원3,"최덕지(崔德之, 1384-1455)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3728,RD82_Pet3,P0193,petitionsForEnshrinementOf,제향하다,청액82_청원3,"최충성(崔忠成, 1458-1491)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3729,RD83_Pet1,P0044,petitionsForEnshrinementOf,제향하다,청액83_청원1,"조헌(趙憲, 1544-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3730,RD83_Pet1,P0045,petitionsForEnshrinementOf,제향하다,청액83_청원1,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3731,RD83_Pet1,P0046,petitionsForEnshrinementOf,제향하다,청액83_청원1,"성혼(成渾, 1535-1598)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3732,RD83_Pet1,P0119,petitionsForEnshrinementOf,제향하다,청액83_청원1,"이황(李滉, 1501-1570)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3733,RD83_Pet1,P0128,petitionsForEnshrinementOf,제향하다,청액83_청원1,"정몽주(鄭夢周, 1337-1392)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3734,RD83_Pet1,P0130,petitionsForEnshrinementOf,제향하다,청액83_청원1,"조광조(趙光祖, 1482-1519)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3735,RD83_Pet2,P0044,petitionsForEnshrinementOf,제향하다,청액83_청원2,"조헌(趙憲, 1544-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3736,RD83_Pet2,P0045,petitionsForEnshrinementOf,제향하다,청액83_청원2,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3737,RD83_Pet2,P0046,petitionsForEnshrinementOf,제향하다,청액83_청원2,"성혼(成渾, 1535-1598)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3738,RD83_Pet2,P0119,petitionsForEnshrinementOf,제향하다,청액83_청원2,"이황(李滉, 1501-1570)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3739,RD83_Pet2,P0128,petitionsForEnshrinementOf,제향하다,청액83_청원2,"정몽주(鄭夢周, 1337-1392)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3740,RD83_Pet2,P0130,petitionsForEnshrinementOf,제향하다,청액83_청원2,"조광조(趙光祖, 1482-1519)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3741,RD84_Pet1,P0045,petitionsForEnshrinementOf,제향하다,청액84_청원1,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3742,RD85_Pet1,P0194,petitionsForEnshrinementOf,제향하다,청액85_청원1,"박세훈(朴世勳, 1488-1553)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3743,RD85_Pet1,P0195,petitionsForEnshrinementOf,제향하다,청액85_청원1,"박세희(朴世熹, 1491-?)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3744,RD86_Pet1,P0170,petitionsForEnshrinementOf,제향하다,청액86_청원1,"김천일(金千鎰, 1537-1593)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3745,RD86_Pet1,P0196,petitionsForEnshrinementOf,제향하다,청액86_청원1,"이항(李恒, 1499-1576)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3746,RD86_Pet2,P0170,petitionsForEnshrinementOf,제향하다,청액86_청원2,"김천일(金千鎰, 1537-1593)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3747,RD86_Pet2,P0196,petitionsForEnshrinementOf,제향하다,청액86_청원2,"이항(李恒, 1499-1576)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3748,RD87_Pet1,P0006,petitionsForEnshrinementOf,제향하다,청액87_청원1,"안방준(安邦俊, 1573-1654)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3749,RD88_Pet1,P0013,petitionsForEnshrinementOf,제향하다,청액88_청원1,"윤선거(尹宣擧, 1610-1669)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3750,RD88_Pet1,P0198,petitionsForEnshrinementOf,제향하다,청액88_청원1,"윤황(尹煌, 1571-1639)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3751,RD88_Pet1,P0199,petitionsForEnshrinementOf,제향하다,청액88_청원1,"윤문거(尹文擧, 1606-1672)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3752,RD89_Pet1,P0010,petitionsForEnshrinementOf,제향하다,청액89_청원1,"주자(朱子, 1130-1200)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3753,RD89_Pet1,P0045,petitionsForEnshrinementOf,제향하다,청액89_청원1,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3754,RD89_Pet2,P0010,petitionsForEnshrinementOf,제향하다,청액89_청원2,"주자(朱子, 1130-1200)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3755,RD89_Pet2,P0045,petitionsForEnshrinementOf,제향하다,청액89_청원2,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3756,RD89_Pet3,P0010,petitionsForEnshrinementOf,제향하다,청액89_청원3,"주자(朱子, 1130-1200)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3757,RD89_Pet3,P0045,petitionsForEnshrinementOf,제향하다,청액89_청원3,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3758,RD8_Pet1,P0045,petitionsForEnshrinementOf,제향하다,청액8_청원1,"이이(李珥, 1536-1584)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3759,RD8_Pet1,P0112,petitionsForEnshrinementOf,제향하다,청액8_청원1,"이색(李穡, 1328-1396)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3760,RD8_Pet1,P0113,petitionsForEnshrinementOf,제향하다,청액8_청원1,"김정(金淨, 1486-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3761,RD8_Pet1,P0114,petitionsForEnshrinementOf,제향하다,청액8_청원1,"송인수(宋麟壽, 1499-1547)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3762,RD90_Pet1,P0190,petitionsForEnshrinementOf,제향하다,청액90_청원1,"이지함(李之菡, 1517-1578)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3763,RD90_Pet1,P0200,petitionsForEnshrinementOf,제향하다,청액90_청원1,"홍가신(洪可臣, 1541-1615)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3764,RD90_Pet1,P0201,petitionsForEnshrinementOf,제향하다,청액90_청원1,"박지계(朴知誡, 1573-1635)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3765,RD90_Pet1,P0202,petitionsForEnshrinementOf,제향하다,청액90_청원1,이덕민(李德民),Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3766,RD90_Pet1,P0203,petitionsForEnshrinementOf,제향하다,청액90_청원1,"기준(奇遵, 1492-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3767,RD91_Pet1,P0032,petitionsForEnshrinementOf,제향하다,청액91_청원1,"김집(金集, 1574-1656)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3768,RD91_Pet1,P0044,petitionsForEnshrinementOf,제향하다,청액91_청원1,"조헌(趙憲, 1544-1592)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3769,RD92_Pet1,P0029,petitionsForEnshrinementOf,제향하다,청액92_청원1,"정온(鄭蘊, 1569-1641)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3770,RD92_Pet1,P0078,petitionsForEnshrinementOf,제향하다,청액92_청원1,"김상헌(金尙憲, 1570-1652)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3771,RD92_Pet1,P0113,petitionsForEnshrinementOf,제향하다,청액92_청원1,"김정(金淨, 1486-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3772,RD92_Pet1,P0114,petitionsForEnshrinementOf,제향하다,청액92_청원1,"송인수(宋麟壽, 1499-1547)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3773,RD92_Pet1_Review1,P0029,petitionsForEnshrinementOf,제향하다,청액92_청원1(심사1),"정온(鄭蘊, 1569-1641)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3774,RD92_Pet1_Review1,P0078,petitionsForEnshrinementOf,제향하다,청액92_청원1(심사1),"김상헌(金尙憲, 1570-1652)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3775,RD92_Pet1_Review1,P0113,petitionsForEnshrinementOf,제향하다,청액92_청원1(심사1),"김정(金淨, 1486-1521)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3776,RD92_Pet1_Review1,P0114,petitionsForEnshrinementOf,제향하다,청액92_청원1(심사1),"송인수(宋麟壽, 1499-1547)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3777,RD93_Pet1,P0119,petitionsForEnshrinementOf,제향하다,청액93_청원1,"이황(李滉, 1501-1570)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3778,RD93_Pet1,P0204,petitionsForEnshrinementOf,제향하다,청액93_청원1,"우탁(禹倬, 1262-1342)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3779,RD93_Pet2,P0119,petitionsForEnshrinementOf,제향하다,청액93_청원2,"이황(李滉, 1501-1570)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3780,RD93_Pet2,P0204,petitionsForEnshrinementOf,제향하다,청액93_청원2,"우탁(禹倬, 1262-1342)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3781,RD94_Pet1,P0204,petitionsForEnshrinementOf,제향하다,청액94_청원1,"우탁(禹倬, 1262-1342)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
3782,RD95_Pet1,P0102,petitionsForEnshrinementOf,제향하다,청액95_청원1,"이언적(李彦迪, 1491-1553)",Act,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf
