id,label,type,originalText
doc_17230327,문건17230327,Document,癸卯四月初二日 ▬今四月初四日右議政■ 請對引見入侍時右議政 ■ 所啓犯逆罪人父子兄弟有職名者追奪有書院 者毁黜事因臺 啓蒙允而 啓辭中援据璿源譜略 中吳端之不書官爵爲言此固出於嚴討懲之意取 考前例則旣骨之人元無追奪之事譜略中吳端事亦 有不然者初本則雖不書職名其後改本則具書原 任與贈職蓋聞初則只以主管堂上之意去其職號而 朝家元無追奪之事故後則具書職名云其非舊例 此可知至於院享尤不當追論今若創開無前之規 則雖快於一時將未免日後之弊前日院 啓所論追奪 官爵毁黜書院之命似當還收故敢此仰達上曰依爲 之 ▬同日右議政■ 請對引見入侍時同副承旨■■■李眞 儒所 啓大臣方以逆賊父兄之勿爲追削仍舊院享事陳 達蒙允矣追奪則似無前例而近來設院誠爲巨 弊雖有道德節義者朝家禁其疊設若以其中四 凶父兄言之其於 國家不無有罪無功者又有不當 院享者追削則不必爲之而院享則前日臺啓旣已久 下勿爲還收仍舊掇去似好矣右議政■ 曰近來書 院之弊誠如承宣之言而此則不►◄有敢然者旣骨之人苟 無緣生之法則至於書院乃是士子之所設本非朝家 之所知雖以故事言之故相臣朴淳固是名臣而其孽子 犯逆之後元無掇享之事若自該曹勿犯逆人父子兄弟凡 疊設振享之類一倂査出澄汰可也豈可以犯逆人至親 之故不爲追削而只掇其享半從而半不從乎同副承旨 ■■■李眞儒曰大臣所達是矣分付該曹疊設猥享者査 出澄汰何如 上曰依爲之
doc_17230402,문건17230402,Document,▬曹 啓目粘連云云長城幼學孔聖龜云云觀此上言內 辭緣則丙申年得宣聖遺像於京中進士李興胄家 蓋 中宗朝朝天使臣得來於中華者也故學生尹集之孫 濂曾宰堤川時得於境內章甫而轉付於李興胄之祖 是白如乎興胄於橫城縣仲尼峰孔朱川爲名之地與橫 城之士數十人營建影堂功役垂訖適値回祿之災而中 輟矣尼山之縣又有魯城山山下有厥里村是白乎等以裔 孫等與其矣身爰卜廟址于是洞與校洞相去百餘步相 望之地也鳩聚財力營立影堂遂奉安而恭修春然之享禮 焉搢紳章甫之東西行過於是者孰不驚異而抵謁哉 地名之符眞影之傳遠裔之流寓者固有不約而宜會者 則立祠於此誠非僭也特賜額號使憲章文物竝駕於 中華有光於斯文事伏蒙 天恩爲白良結有此呼籲爲白 有臥于乎所 文宣王畫像流傳東土固是異事地名又有 相符者稱以後孫營立影堂可見其向慕之誠而雖曰事 係斯文院宇建設無►◄不紛紜之弊影堂賜額亦無前例 置之何如雍正元年五月十一日同副承旨臣兪次知啓依允
doc_17230410,문건17230410,Document,▬京營本楊州道峰書院故相臣宋時烈去月二十八日 未時黜享埋置事
doc_17230412,문건17230412,Document,▬同日引見時禮曹判書李□□所啓頃者承旨■ ■■李眞儒陳達書院猥享疊享者査問澄汰事定奪 臣曹宜卽擧行而欲於登對時稟處故姑未擧行矣書 [052b] 院之弊莫甚於近來矣但外方書院甚多其已賜額者 文書本►◄在曹而其外無可考據其猥享疊享者無由盡 知分付道臣凡係疊享猥享採取公論一一區別狀聞然 後本曹可以稟處以此行會于各道之意敢達 上曰依 爲之右議政■ 曰此事區別爲難許多人書院何可 一一査正乎只自禮曹磨度取舍似爲便當矣上曰依 爲之行兵曹判書■■■李光左曰此事小臣意見則不然矣 凡國家事從今以後善爲則好矣已往之事其可一一釐正 乎書院從今以後主守埅限勿使過踰甚當至於旣往 已建之院則厥數無限一時行査從頭理會則不但大段騷 [053a] 擾亦有種種難處之端且關後弊今後春曹堂上及臺諫 隨聞漸次論列亦可整賴至於一時行査該曹稟處之意 則今姑停止恐合事宜敢達 上曰依爲之李□曰■■■李光左 所達旣已允從行會各道事今姑停止矣 上曰依爲之
doc_17230428,문건17230428,Document,▬曹 啓目粘連云云長城幼學孔聖龜云云觀此上言內 辭緣則丙申年得宣聖遺像於京中進士李興胄家 蓋 中宗朝朝天使臣得來於中華者也故學生尹集之孫 濂曾宰堤川時得於境內章甫而轉付於李興胄之祖 是白如乎興胄於橫城縣仲尼峰孔朱川爲名之地與橫 城之士數十人營建影堂功役垂訖適値回祿之災而中 輟矣尼山之縣又有魯城山山下有厥里村是白乎等以裔 孫等與其矣身爰卜廟址于是洞與校洞相去百餘步相 望之地也鳩聚財力營立影堂遂奉安而恭修春然之享禮 焉搢紳章甫之東西行過於是者孰不驚異而抵謁哉 地名之符眞影之傳遠裔之流寓者固有不約而宜會者 則立祠於此誠非僭也特賜額號使憲章文物竝駕於 中華有光於斯文事伏蒙 天恩爲白良結有此呼籲爲白 有臥于乎所 文宣王畫像流傳東土固是異事地名又有 相符者稱以後孫營立影堂可見其向慕之誠而雖曰事 係斯文院宇建設無►◄不紛紜之弊影堂賜額亦無前例 置之何如雍正元年五月十一日同副承旨臣兪次知啓依允
doc_17230511a,문건17230511a,Document,▬曹 啓目粘連 啓下是白有亦觀此咸鏡道文川幼學 朴廷瑋等全羅道進士李益▼(香+全)慶尙道尙州幼學權勛 等慶山幼學徐崑全羅道進士李俊林等京畿楊 根幼學李世益等忠淸道幼學金鳳景等咸鏡道 幼學朴廷最等咸鏡道幼學李光燦等京圻南陽幼 學 尹泰斗等疏內辭緣則幼學朴廷瑋等段以爲文川 故相臣宋時烈閔鼎重同享書院宣賜恩額亦爲白乎 旀進士李俊林等段以爲長興左議政閔鼎重祠宇文■貞公閔維重同享而特賜恩額亦爲白乎旀 幼學權勛等段以爲尙州文忠公金尙容文正公金尙 憲同享書院特 命宣額亦爲白乎旀幼學徐崙等 段以爲慶尙先正臣李滉文莊公鄭經世同享書院特宣 華額亦爲白乎旀進士李益▼(香+全)等段以爲巨濟故相臣宋 時烈書院故判書金鎭圭配享而亟賜 恩額亦爲白乎旀 幼學李世益等段以爲楊根先正臣趙光祖故大司成金 湜故領議政金堉故府尹南彦經冋享書院亟頒華 扁亦爲白乎旀幼學金鳳景等段以爲新昌文孝公趙 翼書院贈參議趙克善從享仍賜嘉號亦爲白有置 書院疊設雖是大名賢亦爲不許 先朝受敎及定式 極爲嚴明今難撓改是白在果宋時烈閔鼎重金尙 容李滉趙光祖趙翼書院係是疊設院額之請不當 許施是白乎旀幼學朴廷最等段以爲鏡城文肅公尹瓘 祠宇 宣賜恩額仍以文貞公閔維重配享亦爲白乎旀幼 學李光燦等段以爲儒生徐遂李猉壽朴唯一等特爲 旌贈且令追配於彰烈祠宇亦爲白乎旀幼學尹泰斗等 段以爲故相臣宋時烈文正公宋浚吉特令有司竝躋從享之 列亦爲白有臥乎所近來書院建設極其紛紜新創院宇 一切禁斷亦爲式►◄定荐歲飢荒外方之凋弊莫甚百事 未遑雖是年久院宇到今 宣額便同新設追享配位 有難輕議是白乎旀旌贈一款事體亦重以儒生之疏請 許施曾無前例至於 文廟從享非若而儒生所可陳請 臣曹亦難輕議疏內辭辭竝只置之何如雍正元年五月 二十六日同副承旨臣洪□□次知 啓依允
doc_17230511b,문건17230511b,Document,曹 啓目粘連云云觀此鳳山幼學李能白等疏辭則 在昔萬曆壬辰之亂故贈工曹判書金萬壽負出天之忠 義蘊軍►◄冠之勇略與其子光鐵及其弟千壽百壽九壽痛 國將亡糾興義旅得士九百餘人聚糧五百餘石一日之內 三戰三捷刺殺賊將以遏凶鋒時本郡因亂失倅領下軍 民無所統屬士民齊籲於巡察使李鎰以金萬壽爲假 郡守益勵忠悃以死自誓義士雲集皆願效死聝獲之功 不可勝紀又推軍餉之餘以助天兵之供億兼賙邑民之飢餓 列邑風靡之中本郡獨不失守民卒賴以得全其子光鋏 當其赴敵之日截髮約指拜辭其母以爲他積骸中驗之 證赴戰而死其弟百壽又與劉克良戮力苦戰同死於坡 州之戰而竟未收屍倡卒子弟仗義興兵激勵忠悃奮不 顧身者萬壽也運籌出奇潛師掩擊賈勇直前斬將搴 旗無所畏忌者光鋏千壽百壽九壽也赫赫義聲竝萃 一門故 贈吏曹參判姜燦初守端川挺身敵愾親昌矢 石累戰大捷故縣令李蓊初以太學生當 大駕西 幸之日徒步隨 駕行到鳳山聞金萬壽義兵已起 遂入軍中贊謨帷幄效力戎陳周旋於倡義諸將之間 一節不渝於終始蓋金萬壽光鋏則曾蒙我 先大王特 許之典旣已建祠腏享李蓊則其後因巡撫使書 啓 配萬壽之祠姜燦金千壽百壽九壽則其後京外多 士之公議繼發合享於萬壽之祠七臣忠魂毅魄儼然 一堂就不觀感而興起哉申命該曹許令 贈額以副 西土民之顒望亦爲白有臥乎所金萬壽光鋏等奮義 效死之節 宣廟朝已有褒贈之典 先王朝亦許建 祠腏享李蓊亦因巡撫使書 啓許其配享千壽百壽 九壽等之追享出於士子之公議有可以顯樹風聲聳動遐 方是白乎矣院宇贈額事體重大當此建設申禁之時有 難容易許施疏內所請今姑安徐何如雍正元年五月二十 五日同副承旨臣洪重禹次知 啓依允
doc_17230511c,문건17230511c,Document,曹 啓目粘連 啓下是白有亦觀此慶尙道進士李益▼(香+全) 等疏辭則本道之新寧卽先正臣李滉往來憇息之所也邑人 薰炙於大賢之盛德感發於大賢之訓迪講學游從士之一時坌 集慨無時習之所乃於邑東花山之下結一小齋則先正乃名之 曰白鶴書堂手寫四字揭于堂楣仍留三朔矣壬辰之亂書 堂毁破手寫額號四字則莫知其流落矣亂後鄕之一士忽於村 民之家見得額號板子則久作民家覆瓿之物山河百戰之 餘人事累變而獨此額板終保於山民之家此爲本邑之奇事斯 文之慶幸嘉靖己巳年間李滉門人黃俊良爲新寧之倅 慨書堂之已毁感額號之復存乃令鄕士重建書堂於舊址又 揭其額板於堂楣則旣墜之斯文待人而復興奧在戊午始建 廟宇於書堂之後乃以李滉入享黃俊良從享焉蓋俊良李滉 之高弟也其居家篤學之實立朝秉志之正實傳李滉之緖 餘故詢謀僉同從享廟內俎豆有序廟貌已成而尙未延 額士林之咨嗟今此新寧僻在山谷士子依歸之所只有此院 亟賜恩額亦爲白有臥乎所李滉卽從祀 文廟之大賢其 學問道德無庸更議手書扁額流落復土儘是奇事士林之 營建祠宇實出於尊慕感發之誠而曾在先朝雖大名賢 書院勿許疊設申明定式今此所請雖曰大賢院宇曾前建 祠主享已 賜額至於十餘處當此疊設申禁之日不可又許 賜額疏內辭緣置之何如雍正元年五月二十六日同副承旨 臣洪重禹次知 啓依允
doc_17230604,문건17230604,Document,掌令尹會所啓楊州之石室書院卽文正公金尙憲俎豆之 地也向者凶黨之柄國也乃以金壽恒及其子昌協不恤公議濫 置追配之列士林之駭憤尙今未已若使逆集之父與弟生 存於今日則亦當被隨坐之律而持以旣骨之故雖逭刑章 至於濫享賢祠訖未有釐正之擧其爲壞邦憲而辱儒宮 莫此爲甚此臺 啓之所以發而日昨因筵臣陳達有姑置 之命臣竊以爲不然也壽恒父子非有名節學術之可言而 特以詞章之艶稱威勢之隆赫濫躋賢廟久享禮食此 豈非大段未安者乎至今逆集伏法之後尤不可仍置於 醊食之列請令該曹亟擧黜配之典書院之設蓋出後學 尊慕先賢用爲俎豆之所而未聞生者身自經營預建 書院者也荐棘罪人鄭澔乃於槐山地營建一院宇而其 結構之壯制度之侈儼然一儒宮矣道路相傳以爲鄭判 書生書院不亦可駭之甚者乎稱以院財峙積敎物專務 殖利春秋宰牛日事宴樂同鄕無賴之輩隣邑避役之徒 莫不趨附而依庇作一逋逃藪而守宰牀畏澔之勢滔莫 敢誰何前後醜正疏軍之上京也列錄名姓以張其勢除 出敎包以助其糧其設心行事實爲巧慝旣以護逆黨惡 減賢毒正已被逬裔之典而其所謂生書院不可不卽速毁撤 請令本道登時擧行 答曰依啓 卽爲擧行後啓聞之意移文京畿忠淸道
doc_17230610a,문건17230610a,Document,四學牒呈內大槪全羅道古羣山扶安萬頃梁草內外漁 場與岱田依 先朝特敎更勿侵責之意嚴飭本道事梁 草段依判下辭意擧行事奴婢貢布矣減一款永爲定 式勿復防齡之意稟旨變通後行關于該廳該道以存 古先王重庠序之道事據曹 啓目粘連牒呈是白有亦 向前四學形勢如右所陳不可不無變通申飭之道依前 所報施行之意分付何如六月十二日右承旨臣呂□□次知啓 依允
doc_17230610b,문건17230610b,Document,慶尙道幼學沈聖奎等上言據曹粘目云云觀此上 言內辭緣則其矣等所居之地卽故參判曹好益牒榟之鄕 也多士立祠而尸祝之式至 先朝宣賜華額曰道岑書院 而靈芝寺之屬於是院奧自萬曆庚戌以至于今世道不 古近自甲戌不幸此寺爲左兵營之所橫占多士缺然來 訴 廟堂而廟堂大怪兵營之所爲成給完文使之勿侵而 永屬於書院則兵營不惟不聽 廟堂與禮部之歷陳 厥由更不得侵及之意嚴明行關者多至五度道臣與 御史之論列是非嚴截文移者合爲十度之餘前後兵 使之以永勿侵責許付書院之意成給完文亦多十餘度 而兵營堅執侵漁特令禮曹取考前後 廟堂禮部 道臣 御史兵使之成給完文與關文然後俾防一賤寺之 患使此儒林之地毋至丘墟之境事伏蒙 天恩爲白良 結有此呼籲爲白有臥乎所靈芝寺之本屬書院果有 根因不可移屬他處是白在如中前後 廟堂該曹 監營 御史題辭及兵營完文成一卷軸可以覆按而兵 營之一向侵責云者誠甚怪該査問本道詳知其曲折 後更爲 稟處何如
doc_17230624,문건17230624,Document,京監本石室書院金壽恒及其子昌協黜配後埋置事
doc_17230711a,문건17230711a,Document,曹 啓目粘連 啓下是白有亦觀此忠淸全羅等道進 士沈益來等疏辭則以爲先臣►◄正尹拯卽文敬公尹宣擧之 子文正公尹煌之孫文簡公成渾之外曾孫也生稟絶異之資 早襲家庭之訓淵源有自門路極正其學一以誠敬爲主 直尋程朱正脈不幸少遭 國家之變矢心天地斂跡丘 園永絶當世之念終守獨善之志中經步生之變事關彛 倫勢已窮極而參酌義理折中權衡卒守無辨之戒用 自靖之道奧自 顯廟朝屢勒旌招逮我 先大王冞切 側席之誠前後敦召禮遇曠絶欽尙之意至形於吟咏之 間惜夫介之志終堅東岡之守明良一時未見致澤之功已 足爲千古之至限而奸凶竝起讒滔百端泉壤抱冤斯文 墜壞幸賴 聖上照察誣狂特賜昭雪積年之幽冤獲伸 旣晦之吾道明復夫以拯之眞儒正學雖在遠地僻鄕杖 屨之所尙宜有尸祝之禮矧玆尼山爲邑寔尹拯之所居 而文正公煌文敬公宣擧妥侑之所也拯以宣擧之胤子實 紹其學則竝施附享之典俾作觀感之方允爲士林之盛 事亟命有司俾儀配享之典亦爲白有臥乎所尹拯以 斯文宗匠設而俎豆自是士林之公議況此家世揭虔之所 追施附享之典事不容已疏內辭意施行恐爲合當而配 享事體重大臣曹不敢擅便 上裁何如雍正元年七月十 一日右副承旨臣兪命凝次知 啓依回啓施行
doc_17230711b,문건17230711b,Document,曹 啓目粘連 啓下爲白有亦觀此忠淸道幼學李世炫 等疏辭則以爲故生員李夢奎卽 中明兩朝間名儒而隱 德不仕者也夢奎行狀乃先正臣李珥之所撰也狀曰先生 學語卽知讀書甫十歲已通大義縉紳先進來見者 莫不奇之其曰他日國器者名臣朴祥之嘉奬也其曰一見而 妻女者賢相金克成之鑑賞也其曰器宇之寵天分之高非 當世學者之所及者先正臣金正國之語而夢奎小養於從母 家父母之喪與從母內外之死凡廬墓者通前後十有二年 喪祭之制一遵朱禮此尤金正國之稔聞而條悅者也夢奎 之在伴宮聲譽甚盛館中之議必待夢奎乃定 仁廟初 館中年少爭相高論夢奎聽之遂不居泮隱於保寧終 身不出 仁廟之昇遐也夢奎杜門謝客作詩傷之其模氣 像與成守琛之泯然無跡槪相似也狀曰其生也一鄕尊之 其死也一鄕哀之夢奎之事行此其大略而故文貞公金堉爲 載夢奎於名臣錄以布衣載者僅數人而又置道學之列 則先輩推重夢奎者有如是矣本道保寧縣乃夢奎歸 隱之地丘墓之所寄而其遺風餘韻猶有未泯縣中花巖 書院卽文康公李之菡忠簡公李山甫竝享之所而先朝 之賜額者也亟命有司竝享夢奎于花岩書院亦爲白有臥 乎所李夢奎學問行誼已有先正之稱道文字又載於故賢 相名臣錄則其爲一世名儒自是士林之所公誦依疏內所請 配食於鄕賢妥靈之祠恐爲合宜而竝享事體重大臣曹 不敢擅便上裁何如雍正元年七月十一日右副承旨臣兪 次知啓依回啓施行
doc_17230728,문건17230728,Document,宣惠廳甘內四學牒呈本曹粘目據手決內今此定奪 猶未洞悉本廳事勢而然也自本廳勢當入 啓變通事 捧甘故自本曹擧此捧甘四學
doc_17231116a,문건17231116a,Document,今十月十五日大臣備局堂上 引見入侍時行大司成■ ■■所 啓近來書院之弊罔有紀極臣於春間待罪銀 臺入侍前席備陳書院疊設猥享之弊夏間忝在經 幄之長應旨陳疏復申前說有令 廟堂 稟處之批 而覆 啓無期臣於此事未嘗不耿耿憂歎不避煩瀆敢 此仰陳 先朝癸巳受 敎中雖從祀大賢不許疊設事 揭在政院廳壁 文廟從祀儒賢如文純公李滉文 成公李珥文簡公成渾院宇曾前疊設其數甚多今若 一倂毁撤則誠有騷擾之患癸巳受 敎以後建祠請額 疊設者一切毁撤似爲得宜此外疊設恩額者自在應 毁之中矣若如向者大臣所達自今以後申禁則外方 士子不畏朝令終歸於因循而邦禁無可行之日且書 院創建時發簡求請曾有 朝令而鄕儒輩終不遵
doc_17231116b,문건17231116b,Document,行列書搢紳有司之名求請於監兵營及列邑臣嘗痛 斥此弊而臣名亦多混祿於發簡中云極爲駭然矣 諸宰及名官聯名求請列邑不敢不應副盡力輦輸 而當此財竭之時諸院求請一時畓臻不勝支當云自今 以後行會各營各邑書院求請一切勿施然後方可以禁 斷書院猥多之弊矣且院宇作一良丁逋逃之藪鄕曲 非文非武之類圖囑院任投入院生謀免軍役此已可 該而所謂鄕校書院慕入皆以有勞役者充定以免煙戶 雜役而已元無良丁冒錄者此乃自古八路通行之例 而向時有一筵臣錯認良丁之冒錄於校院請以州府郡 縣之校院各定良丁募入通八道言之則 國家之失良 丁其數甚多自今以後分付列邑鄕校及賜額書院良 丁募入一倂革罷汰定軍役未賜額院宇及鄕賢祠 宇則院生及稱以保軍圖免煙役者亦皆沙汰禁斷恐 合事宜區區所懷惶恐敢達 上曰依爲之 備邊司 禮曹
doc_17240113a,문건17240113a,Document,今正月十一日 朝參入 侍時副司果李眞洙所 啓書 院之弊前後諸臣相繼陳達於 筵中而亦有所懷故敢 達矣院享事體至爲重大學有淵源爲世儒宗功 存斯文澤及後學或殉國殺身當亂立慬節義卓 然風動後世者然後可以自 朝家別爲 賜額爲給院田 且置院生所以表章節學激勸後世者其意誠非偶 然也若或行誼著於一鄕遺惠存於一邑人士之所嘗 景慕者或立祠而祭之以寓其尊奉之誠亦有所不 可已者而此則非 朝家之所知近來每因鄕儒之陳請輒許 宣額之典以是列邑無不建書院之地書院無不揭 恩額 之處以作鄕民圖免簽丁之所又致守宰輦輸資助之弊 甚至無識士子憑藉依附互相傾奪作一鬪鬨之場識者 之竊歎久矣雖以今番更化後事言之建院之役相望 於州邑請額之章連續於道路其中若先正臣尹拯則 道德學問接承先賢之統緖蔚爲後學之宗師則在朝 家崇報之道不可無一處建院而亦不可屢處設建以貽紛 紜之弊況道德學問不及於尹拯又無節義可以表章者 則雖有立朝事業居家學行爲世人所尊敬者亦豈可 容易 賜額不顧祀典之至重以貽無窮之弊端哉況凶荒 荐歲閭里愁苦 朝廷之上未聞有一事一策可以恤民瘠 紓民力者而不知書院爲無益之事有難防之弊而隨請 輒許漸至紛紜臣竊慨然也爲今之計非儒宗及立慬 死節者則雖已 賜額者一切還收未賜額者一切防 塞雖如尹拯之書院一處 賜額之外其疊設者亦 爲一切防禁則非但爲重祀典之道亦可爲除民弊之一 端矣臣與院享今之家或有親舊之情院享人中亦有 所嘗尊慕者而區區見►◄之旣知書院有無窮之弊故不 暇顧他悉陳所蘊伏願 殿下鑑此苦心依臣所達分 達分付該曹卽爲擧行 上曰依爲之
doc_17240113b,문건17240113b,Document,大司成■■■曰書院事卽已開端小臣亦有所懷矣 小臣曾以此事陳疏或筵奏癸未受敎後疊設書院一 倂撤毁事行會各道而今聞先正臣尹拯書院疊設 於忠州礪山星州密陽等地或開基鳩材或已營建 云斯文事雖重 朝家禁令旣嚴則士子輩安敢乃 爾先正臣尹拯書院旣設於洪州今將奉安請額此則朝 家之所知而此外書院不宜一任其冒禁營建臣於先正 尊慕之誠不後於他人而朝家令甲甚重分付於三道 監司使之刻期撤毁禁斷擧行形止卽爲狀聞而若或 有違令不撤者地方官及院任從重論罪恐合事宜敢 此仰達 上曰依爲之
doc_17240210a,문건17240210a,Document,曹 啓目粘連云云觀此京畿幼學金禹重等疏本則故 右議政臣尹趾完秉心至公持論無偏至今論者許以完名 比諸元佑之司馬光奉使日本而威信竝行於島夷秉軸 台府而蒼生係望於東山至有予欲枉駕而不可得之 敎論其遭逢庶幾乎有所猷爲而廊廟日淺不得展布 素蘊卒乃長往不返而愛君憂國之誠根於天性雖 在畝畒之中實有一飯不忘之心而尤所慻慻者專在於 保護 國本逮夫丁酉乃以大耋癃廢之身擔舁疾馳 於百里之程進伏輦下連上兩箚其所以上勉 聖明下 責臣僚者亶出於一片赤心有足以泣鬼神開金石而使 社稷至今得受靈長之福者莫非老臣一言之力也其 旋乾轉坤之功實無愧於漢之張良唐之李泌古人所 謂托六尺之孤臨大節不可奪者趾完可謂兼之矣雖使 後人聞之亦可以立懦廉頑則 朝家所以建祠致隆永樹 風聲者其不在於斯也耶安山元堂里卽其所嘗結廬 而居焉者仍其杖履盤旋之地謀所以棟樑而俎豆之玆 與本郡及交隣邑多士相率叫 閽爰 命有司亟建 祠宇頒宣恩額以爲表章風勵之圖不勝萬幸亦 爲白有臥乎所尹趾完之宿德精忠實爲一世之矜式而 當頣賊獨對之日奮身抗直宗社賴安其特立之節 技安之功雖千百代有不可泯者近來書院之弊言者固 多而至若功德節義卓然有樹立之人亦不宜一切防 塞以孤士林之望建祠宣額似不可已是白乎矣事係 恩典臣曹不敢擅便 上裁何如雍正二年二月初十日行 都承旨臣李萬選次知 啓依回啓施行事據曹啓目 粘連 判下是白有亦 敎書及額號令藝文館饌出何 如雍正二年二月十日 承旨臣□□□次知 啓依允 原粘目移送藝文館
doc_17240210b,문건17240210b,Document,曹 啓目粘連云云觀此平安監司李眞儉狀 啓則以 爲龍岡縣令柳敬時牒呈內咸從及本縣韓姓諸人以 箕聖子孫私聚財力創設一宇奉安 箕子畫像于本 縣黃龍山城之後隣近數三邑士林與其子孫論報請額 之意縷縷呈文參商事狀啓 聞請額亦爲白有置 箕子以東方聖君仁賢之化八條之敎至今賴之 朝 家崇奉之禮比諸儒賢之有功斯文者大有逕庭臣上年 秋審時祗謁奉審則新構院宇旣已 移安而黃龍山城 地勢險絶似無日後之慮是白遣奉安晬容於此城果 有所據而與他書院之疊設有間特命 賜額以爲永 久尊奉之地事令該曹 稟處亦爲白有臥乎 箕子 畫像雖是傳本百餘年之後旣失而還出誠爲稀貴祠 宇旣成道臣至於狀請宣額是白乎矣 箕子畫像奉 安於平壤仁賢書院仍爲宣額今亦似當依此施行而院宇 之弊近來莫甚疊設之禁前後申飭不啻嚴明是白在 如中 箕子畫像旣爲奉安於 仁賢書院又爲奉安 於成川影殿今此所請事係疊設有難聽許以此回移何如 雍正二年二月初十日行都承旨臣李萬選次知啓依允
doc_17240219,문건17240219,Document,全監本先正臣尹□□書院勿爲疊設之意各別申 飭事
doc_17240220,문건17240220,Document,院 啓獻納沈埈所 啓臣以先正臣尹拯書院已建還 撤大端乖損於事體故臣於日昨有所連 啓矣辭未達 意尙靳兪音臣竊不勝惶感之至書院之設蓋所以興 儒化而振文敎也其間若有濫設則毁之疊創則禁其未 建亦無不可至於一代宗儒之詞院事體自殊而頃日朝參 因疊設之禁至有請毁先正臣尹□已建祠宇之議云噫 噫此何說耶先正臣道德學問爲今日吾儒之宗師於其 杖屨之所經爭設俎豆之新享所以其有補於 聖朝右 文崇儒之化者宜不淺鮮矣雖有數三加設之處何必痛 繩其疊創之律耶竊伏聞朝家所禁之中已有建宇幸 享處云今若出其木主撤其俎豆則其景象之愁慘擧 措之刺謬爲如何哉先師朱熹足跡未嘗及於海東 而書院之設至於數處我朝先賢不加譏斥而崇奬之 不暇況此親炙德化於一域之內者何可禁遏其慕德之 誠意耶臣之士氣之消沮儒化之崩壞未必不由於今日此 擧也寧不寒心哉請還收先正臣尹□□書院已建處撤 毁之命以示 聖朝衛道崇賢扶植儒敎之盛意 答曰依 啓
doc_17240222,문건17240222,Document,忠淸慶尙兩道了曹爲相考事前月朝參時行大 司成■■■以先正臣尹拯書院洪陽外疊設之處雖 已營建毁撤事榻前陳達蒙 允是白乎等以擧行條 件謄出三道良中各各行會爲有如乎今二月二十日獻納沈 埈所 啓云云答曰依 啓事 傳敎敎是置 傳敎內辭 意奉審祠宇已逮乙良勿毁仍存事院宇所在邑良 中急速知委施行爲乎矣到付日時移文白事 以此知 委兩道而全羅道則旣以未及營建 啓聞故不爲擧論
doc_17240329a,문건17240329a,Document,今三月二十七日藥房入診大臣備局堂上同爲入侍時吏曹 參判■■■所啓外方書院有田結劃給之事摠而論 之則其數甚多且各處書院皆占得境內一大村有若折 受者然以爲需用之地本官不得下手於書院所占之村民 煙戶雜物及閑丁搜括皆不敢侵及有日他邑之民其弊 不可勝言自今以後書院劃給田結皆令還收境內所之 村亦皆分付各邑還屬本官使書院不敢更爲干預然 後弊端庶幾少除矣右議政■■■曰此言是矣分付 禁斷恐爲得宜矣 上曰依爲之 備局 禮戶曹 兵曹 八道及兩都了云云事 命下矣 傳敎內辭緣奉審道內院宇所在邑良中以此知委施行爲乎矣到付日記移文向事
doc_17240329b,문건17240329b,Document,今三月二十七日藥房入診大臣備局堂上同爲入侍時 吏曹參判■■■所啓頃以癸巳受敎後疊設書 院撤毁外方求請禁斷院生募入罷定軍役事陳 達蒙 允矣求請事及罷定事自備局卽已行會各 道而獨疊設撤毁事該曹至今不爲分付臣實未曉 其故也以道理言之則所當一一請毁而星州書院旣 以已建已享因臺 啓置之則到今不可異同癸巳以 後疊設處雖大賢書院一一憑考卽撤 恩額亦勿官 給祭需從祀儒賢則只論癸巳以後疊設處而若非從 祀諸賢則雖癸巳受 敎以前疊設處一依 先朝受 敎嚴加禁斷縱不能一一撤毁撤其 恩額禁其官享然 後庶有禁斷之實效故惶恐敢達右議政■ 曰先朝 所賜之額則今何可還收 先朝所賜則勿收何如 上 曰依爲之 備局 禮曹
doc_17240401a,문건17240401a,Document,今三月二十七日藥房入診大臣備局堂上同爲入侍時吏 曹參判■■■所 啓頃者李眞洙朝參時所達以 爲儒宗及死節者外雖有名德可祭於社者 朝家賜 額之典不宜輕許云云蓋書院爲近來痼弊故其言如此 而至請聖上更化後已賜額者儒宗死節者一切還收而 蒙允矣臣意以爲旣有名德者一處之享固已濫矣況疊 享乎勿論更化前後當有釐正之道外方濫享類臣雖 未能一一詳知而試以目►◄耳所覩記言之則如宋奎濂李秀彦 李世白李箕洪之院宇極爲猥雜奎濂則至蒙 賜額尤爲 寒心此則不可一一置之竝令道臣刻期撤毁宋時烈則疊 設最多此則不可與諸賢書院只撤恩額者槪以論之時烈 俎豆之享固已未妥而疊設處令該曹一一査出爲先刻 期撤毁許穆亦有疊設之院而新頒 恩額事極濫猥竝 令撤毁何如 上曰依爲之右政院■ 曰此旣年久疊設處 多必竝毁以 啓紛紜之弊乎疊設處則只收 恩額而祠 院之俾不紛紜好矣 上曰依爲之 備邊司 禮曹
doc_17240401b,문건17240401b,Document,八道及兩道了曹爲相考事云云事命下矣傳敎內辭 意奉審道內院宇所在邑良中急速擧行之意分付 施行而宋□書院中淸州華陽書院事體自別此則仍 存而其他 恩額竝爲還收後 啓聞施行爲乎矣到付 日時移文向事
